City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Jinka,ET,2019-11-09 02:17:39,5.79,36.57,62.64,93,95,3.53
308,Okhotsk,RU,2019-11-09 02:17:39,59.36,143.24,16.92,75,96,22.06
309,Betamcherla,IN,2019-11-09 02:17:39,15.47,78.17,78.96,68,0,3.29
310,Xuddur,SO,2019-11-09 02:17:39,4.12,43.89,71.56,92,0,7.16
311,Taoudenni,ML,2019-11-09 02:17:39,22.68,-3.98,69.04,25,100,4.85
312,Mahebourg,MU,2019-11-09 02:17:39,-20.41,57.7,69.01,88,40,4.7
313,Lodeynoye Pole,RU,2019-11-09 02:17:40,60.73,33.55,32.38,97,100,4.94
314,Sitka,US,2019-11-09 02:17:40,37.17,-99.65,46.56,68,0,7.61
315,Jardim,BR,2019-11-09 02:17:40,-21.48,-56.15,74.84,76,100,2.8
316,Walvis Bay,NA,2019-11-09 02:17:40,-22.95,14.51,55.4,93,0,9.17
317,Artyom,RU,2019-11-09 02:17:41,43.36,132.19,33.8,29,65,15.66
318,Channel-Port Aux Basques,CA,2019-11-09 02:17:41,47.57,-59.14,33.96,72,99,19.69
319,Mbaiki,CF,2019-11-09 02:17:41,3.87,17.99,70.05,91,28,2.01
320,Puerto Guzman,BO,2019-11-09 02:17:41,-14.32,-67.54,71.53,98,73,1.39
321,Ketchikan,US,2019-11-09 02:15:16,55.34,-131.65,51.8,93,90,23.04
322,Ternate,PH,2019-11-09 02:17:42,14.29,120.72,89.01,70,40,4.7
323,Kuldur,RU,2019-11-09 02:17:42,49.22,131.63,19.2,50,0,11.81
324,Talnakh,RU,2019-11-09 02:17:42,69.49,88.39,-16.61,75,40,8.95
325,Bombay,US,2019-11-09 02:17:42,44.94,-74.57,21.99,85,1,8.05
326,Konstantinovka,UA,2019-11-09 02:17:42,46.85,29.85,57.81,84,61,8.16
327,Jamestown,AU,2019-11-09 02:17:42,-33.21,138.6,64.98,28,0,13.38
328,Beloha,MG,2019-11-09 02:17:43,-25.17,45.06,69.44,88,15,1.57
329,Caraballeda,VE,2019-11-09 02:17:43,10.61,-66.85,77.0,88,20,3.71
330,Nouadhibou,MR,2019-11-09 02:17:43,20.93,-17.03,69.8,73,100,18.34
331,Pitimbu,BR,2019-11-09 02:17:43,-7.47,-34.81,78.8,78,40,9.17
332,Meadow Lake,CA,2019-11-09 02:17:43,54.13,-108.44,20.23,93,100,6.6
333,Mountain Home,US,2019-11-09 02:14:39,43.13,-115.69,46.4,45,1,3.36
334,Dubrovka,RU,2019-11-09 02:17:44,59.85,30.93,33.01,95,90,4.47
335,Tuni,BO,2019-11-09 02:17:44,-16.67,-68.14,46.4,75,75,10.29
336,Pachmarhi,IN,2019-11-09 02:17:44,22.47,78.44,69.44,73,0,2.93
337,Hailin,CN,2019-11-09 02:17:44,44.57,129.38,34.18,28,0,6.22
338,Rio Grande,BR,2019-11-09 02:13:08,-32.03,-52.1,69.01,88,21,1.01
339,Isla Vista,US,2019-11-09 02:17:44,34.41,-119.86,69.01,82,1,3.36
340,Orotukan,RU,2019-11-09 02:17:45,62.26,151.67,9.95,94,100,5.32
341,Yanaul,RU,2019-11-09 02:17:45,56.27,54.93,25.11,65,5,9.89
342,Orbetello,IT,2019-11-09 02:17:45,42.44,11.21,46.99,89,1,9.89
343,Berlevag,NO,2019-11-09 02:17:45,70.86,29.09,27.18,77,56,7.58
344,Westport,US,2019-11-09 02:17:45,41.14,-73.36,34.0,50,1,9.17
345,Abu Dhabi,AE,2019-11-09 02:15:10,24.47,54.37,75.2,78,93,2.24
346,Poya,NC,2019-11-09 02:17:46,-21.35,165.16,72.99,70,0,6.42
347,Pingliang,CN,2019-11-09 02:17:46,35.54,106.68,42.42,89,100,5.55
348,Te Anau,NZ,2019-11-09 02:17:46,-45.41,167.72,51.8,100,100,5.01
349,Rudnyy,KZ,2019-11-09 02:17:46,52.96,63.12,26.6,92,90,11.18
350,Parrita,CR,2019-11-09 02:17:47,9.52,-84.33,73.4,73,100,4.7
351,Ancud,CL,2019-11-09 02:17:47,-41.87,-73.83,46.4,87,35,6.93
352,Valparaiso,US,2019-11-09 02:17:47,41.47,-87.06,28.99,63,1,4.7
353,Esperance,AU,2019-11-09 02:17:47,-33.86,121.89,71.6,40,0,14.99
354,Hasaki,JP,2019-11-09 02:17:47,35.73,140.83,61.0,63,40,8.05
355,Dalhousie,CA,2019-11-09 02:17:47,48.06,-66.37,24.8,62,1,9.17
356,Berestechko,UA,2019-11-09 02:17:48,50.36,25.12,51.01,10,100,1.99
357,Marquard,ZA,2019-11-09 02:17:48,-28.66,27.43,54.25,78,0,15.46
358,Acapulco,MX,2019-11-09 02:17:48,16.86,-99.88,82.4,83,5,4.7
359,Xifeng,CN,2019-11-09 02:17:48,42.73,124.72,47.08,41,0,5.91
360,Zhengjiatun,CN,2019-11-09 02:17:48,43.51,123.51,46.17,43,0,8.95
361,Grindavik,IS,2019-11-09 02:17:48,63.84,-22.43,41.0,93,90,40.26
362,Maniitsoq,GL,2019-11-09 02:17:49,65.42,-52.9,37.04,49,94,17.29
363,Rakiv Lis,UA,2019-11-09 02:17:49,51.62,24.92,51.01,94,100,10.36
364,Tromso,NO,2019-11-09 02:17:49,69.65,18.96,12.2,92,0,12.75
365,Moyale,ET,2019-11-09 02:17:50,3.52,39.05,68.05,89,10,2.44
366,Vetlanda,SE,2019-11-09 02:17:50,57.43,15.09,39.2,100,100,3.36
367,Constitucion,MX,2019-11-09 02:17:50,23.99,-104.67,64.4,68,75,4.7
368,Lake City,US,2019-11-09 02:17:50,38.03,-107.32,41.0,44,1,0.22
369,Yar-Sale,RU,2019-11-09 02:17:50,66.83,70.83,-3.72,99,70,7.74
370,Kijang,KR,2019-11-09 02:17:51,35.24,129.21,55.4,35,0,6.93
371,Marsa Matruh,EG,2019-11-09 02:17:51,31.35,27.25,60.8,93,0,7.27
372,Guerrero Negro,MX,2019-11-09 02:17:51,27.97,-114.04,69.49,64,0,11.01
373,Tulsipur,IN,2019-11-09 02:17:51,27.53,82.41,74.68,62,0,5.91
374,Mount Darwin,ZW,2019-11-09 02:17:52,-16.77,31.58,67.28,62,0,3.58
375,Luoyang,CN,2019-11-09 02:17:52,34.66,112.42,62.76,43,100,3.13
376,Bagdarin,RU,2019-11-09 02:17:52,54.44,113.59,22.89,75,36,1.99
377,Gornopravdinsk,RU,2019-11-09 02:17:52,60.06,69.92,6.53,91,0,3.53
378,Rincon,PA,2019-11-09 02:17:52,8.46,-82.28,80.6,88,40,2.24
379,Susangerd,IR,2019-11-09 02:17:53,31.56,48.19,59.0,82,0,4.36
380,Gushikawa,JP,2019-11-09 02:17:53,26.35,127.87,75.2,47,20,16.11
381,Hope,US,2019-11-09 02:17:54,33.67,-93.59,39.0,74,1,3.71
382,Antalaha,MG,2019-11-09 02:17:54,-14.9,50.28,76.96,81,98,4.63
383,Nanacamilpa,MX,2019-11-09 02:17:54,19.48,-98.55,64.4,67,20,13.87
384,Avera,US,2019-11-09 02:17:54,33.19,-82.53,53.6,46,1,10.29
385,Millville,US,2019-11-09 02:17:54,39.4,-75.04,36.0,50,1,4.7
386,Souillac,FR,2019-11-09 02:17:55,45.6,-0.6,39.2,100,70,2.24
387,Yatou,CM,2019-11-09 02:17:55,3.63,9.81,78.8,100,40,1.12
388,Roros,NO,2019-11-09 02:17:55,62.57,11.38,14.0,92,88,2.24
389,San Jose,HN,2019-11-09 02:13:05,14.25,-87.96,73.4,88,75,12.75
390,Pradopolis,BR,2019-11-09 02:17:55,-21.36,-48.07,75.2,78,100,8.05
391,Turan,RU,2019-11-09 02:17:55,52.15,93.92,32.29,73,100,3.06
392,Kurchum,KZ,2019-11-09 02:17:56,48.57,83.65,37.72,54,100,13.8
393,Nanortalik,GL,2019-11-09 02:17:56,60.14,-45.24,36.36,74,16,12.15
394,Veraval,FR,2019-11-09 02:17:56,49.65,0.71,46.4,100,75,4.7
395,Carahue,CL,2019-11-09 02:17:56,-38.71,-73.16,51.8,87,37,3.36
396,Tsaratanana,MG,2019-11-09 02:17:57,-16.8,47.65,69.3,76,65,7.34
397,Tomino,RU,2019-11-09 02:17:57,54.95,61.17,19.4,85,40,8.95
398,San Policarpo,PH,2019-11-09 02:17:57,12.18,125.51,86.68,64,0,3.65
399,Okha,RU,2019-11-09 02:17:57,53.59,142.95,27.68,90,100,26.4
400,Ust-Maya,RU,2019-11-09 02:17:57,60.42,134.54,-9.51,87,26,0.87
401,Fairlie,US,2019-11-09 02:17:57,33.31,-95.96,46.99,81,1,3.09
402,Itarema,BR,2019-11-09 02:17:58,-2.92,-39.92,77.81,81,6,8.68
403,Tessalit,ML,2019-11-09 02:17:58,20.2,1.01,74.12,22,1,7.52
404,Chapais,CA,2019-11-09 02:17:58,49.78,-74.86,12.2,85,90,5.82
405,Inhambane,MZ,2019-11-09 02:17:58,-23.87,35.38,75.34,85,100,18.34
406,Wanning,AT,2019-11-09 02:17:58,48.64,13.53,44.6,75,75,11.41
407,Gorom-Gorom,BF,2019-11-09 02:17:58,14.45,-0.24,82.42,19,0,6.13
408,Petropavlovsk-Kamchatskiy,RU,2019-11-09 02:17:59,53.05,158.65,37.4,59,40,2.24
409,Lavrentiya,RU,2019-11-09 02:17:59,65.58,-170.99,30.9,97,100,14.47
410,Manggar,ID,2019-11-09 02:17:59,-2.88,108.27,84.54,67,100,7.25
411,Haysville,US,2019-11-09 02:17:59,37.56,-97.35,39.2,55,1,9.17
412,Ornskoldsvik,SE,2019-11-09 02:18:00,63.29,18.72,26.6,92,99,11.41
413,Faya,SA,2019-11-09 02:18:00,18.39,42.45,59.0,71,0,1.28
414,Lake Shore,US,2019-11-09 02:18:00,46.49,-94.36,30.99,68,90,5.82
415,Padang,ID,2019-11-09 02:18:00,-0.92,100.36,79.66,66,100,3.58
416,Tura,RU,2019-11-09 02:14:05,64.27,100.22,-1.07,96,71,3.58
417,Linkou,CN,2019-11-09 02:18:00,45.29,130.27,30.83,28,0,10.29
418,Noumea,NC,2019-11-09 02:13:40,-22.28,166.46,80.6,51,75,10.29
419,Atar,MR,2019-11-09 02:18:01,20.52,-13.05,71.64,25,100,7.4
420,Wynyard,AU,2019-11-09 02:18:01,-40.99,145.73,52.0,91,100,7.0
421,Norman Wells,CA,2019-11-09 02:18:01,65.28,-126.83,10.4,72,90,6.93
422,Saint-Augustin,CA,2019-11-09 02:18:01,45.63,-73.98,28.0,73,5,4.7
423,Lyngseidet,NO,2019-11-09 02:18:02,69.58,20.21,12.2,92,0,12.75
424,Abengourou,CI,2019-11-09 02:18:02,6.73,-3.5,71.51,98,10,1.43
425,Cayenne,GF,2019-11-09 02:18:03,4.94,-52.33,75.2,94,40,5.97
426,Moses Lake,US,2019-11-09 02:18:03,47.13,-119.28,42.8,73,1,3.36
427,Joinville,BR,2019-11-09 02:18:03,-26.3,-48.85,73.4,88,40,4.7
428,Kropotkin,RU,2019-11-09 02:18:03,45.43,40.58,54.07,61,5,7.67
429,Kaitangata,NZ,2019-11-09 02:18:04,-46.28,169.85,64.2,53,50,17.87
430,Katobu,ID,2019-11-09 02:18:04,-4.94,122.53,93.7,44,34,2.51
431,Tricase,IT,2019-11-09 02:18:04,39.93,18.36,66.0,93,20,5.82
432,Kandrian,PG,2019-11-09 02:18:04,-6.21,149.55,82.31,87,100,4.76
433,Luanda,AO,2019-11-09 02:18:04,-8.83,13.24,78.8,88,75,5.82
434,Leh,IN,2019-11-09 02:18:05,34.16,77.58,15.55,55,9,3.04
435,Caxito,BR,2019-11-09 02:18:06,-22.65,-42.51,67.44,98,100,1.52
436,Kuytun,RU,2019-11-09 02:18:06,54.34,101.51,34.45,78,100,4.76
437,Caucaia,BR,2019-11-09 02:18:06,-3.73,-38.66,80.6,74,20,11.41
438,Leshukonskoye,RU,2019-11-09 02:18:06,64.9,45.76,13.06,94,99,4.38
439,Warman,CA,2019-11-09 02:18:07,52.32,-106.58,35.01,93,90,5.82
440,Sakete,BJ,2019-11-09 02:18:07,6.74,2.66,80.6,94,20,6.93
441,Pisco,PE,2019-11-09 02:18:07,-13.71,-76.2,64.99,82,75,17.22
442,Kingaroy,AU,2019-11-09 02:18:07,-26.54,151.84,82.0,15,40,17.22
443,Ust-Ishim,RU,2019-11-09 02:18:07,57.69,71.17,13.98,82,0,3.67
444,Aksu,KZ,2019-11-09 02:18:07,52.04,76.93,30.2,86,75,11.18
445,Umm Kaddadah,SD,2019-11-09 02:18:08,13.6,26.69,73.72,20,0,11.16
446,Bahia Honda,CU,2019-11-09 02:18:08,22.9,-83.16,77.65,85,67,6.11
447,Hambantota,LK,2019-11-09 02:18:08,6.12,81.12,77.0,100,40,3.36
448,Baker City,US,2019-11-09 02:18:08,44.77,-117.83,55.4,52,1,3.36
449,Ulaangom,MN,2019-11-09 02:18:08,49.98,92.07,34.07,76,100,1.68
450,Pangani,KE,2019-11-09 02:18:09,-2.37,40.57,77.0,94,1,3.27
451,Lopez Mateos,MX,2019-11-09 02:18:09,15.47,-93.01,76.51,74,58,3.18
452,Kulykivka,UA,2019-11-09 02:18:09,51.37,31.65,45.41,89,65,16.73
453,San Andres,PH,2019-11-09 02:18:09,13.32,122.68,85.32,69,8,9.6
454,San Cristobal,HN,2019-11-09 02:18:10,14.68,-86.92,65.3,97,70,3.22
455,Cap Malheureux,MU,2019-11-09 02:18:10,-19.98,57.61,69.01,88,40,4.7
456,Ugoofaaru,MV,2019-11-09 02:18:10,5.67,73.0,82.06,77,31,8.99
457,Ukiah,US,2019-11-09 02:18:10,39.15,-123.21,64.4,36,1,2.55
458,Acolla,PE,2019-11-09 02:18:10,-11.73,-75.55,42.24,89,97,1.16
459,Shahr-E Kord,IR,2019-11-09 02:18:11,32.33,50.85,30.2,86,20,4.7
460,Ballina,IE,2019-11-09 02:18:11,54.11,-9.15,43.0,93,100,8.01
461,Baykit,RU,2019-11-09 02:18:11,61.68,96.39,9.28,90,25,6.8
462,Kisangani,CD,2019-11-09 02:18:11,0.52,25.21,70.48,99,100,1.77
463,Kruisfontein,ZA,2019-11-09 02:18:11,-34.0,24.73,50.52,89,36,5.66
464,Laibin,CN,2019-11-09 02:18:11,23.74,109.23,71.01,45,69,5.73
465,Temiscaming,CA,2019-11-09 02:18:12,46.72,-79.1,21.0,92,90,10.29
466,Anloga,GH,2019-11-09 02:18:12,5.79,0.9,80.6,88,20,6.93
467,Huzhou,CN,2019-11-09 02:18:12,30.86,120.1,80.01,52,0,5.46
468,Hamilton,CA,2019-11-09 02:14:01,43.26,-79.87,30.0,68,40,5.82
469,Dubki,RU,2019-11-09 02:18:12,43.02,46.84,51.8,93,75,6.71
470,Sorsk,RU,2019-11-09 02:18:13,54.0,90.25,32.4,66,100,18.43
471,Paciran,ID,2019-11-09 02:18:13,-6.9,112.33,95.81,42,3,2.42
472,Cherskiy,RU,2019-11-09 02:18:13,68.75,161.3,10.63,83,100,5.73
473,Bilibino,RU,2019-11-09 02:18:13,68.06,166.44,2.79,74,0,3.04
474,Wilmington,US,2019-11-09 02:17:13,39.75,-75.55,33.01,54,37,6.93
475,Araouane,ML,2019-11-09 02:18:13,18.9,-3.53,79.52,15,34,8.12
476,Klyuchi,RU,2019-11-09 02:18:14,52.25,79.17,31.48,75,100,10.27
477,Chara,GR,2019-11-09 02:18:14,39.42,22.43,50.0,100,20,3.89
478,Cuamba,MZ,2019-11-09 02:18:14,-14.8,36.54,71.26,82,8,3.06
479,Huarmey,PE,2019-11-09 02:18:14,-10.07,-78.15,63.88,76,91,0.54
480,Las Vegas,US,2019-11-09 02:15:31,36.17,-115.15,75.2,11,1,3.02
481,Diego De Almagro,CL,2019-11-09 02:18:15,-26.39,-70.05,55.71,48,0,0.67
482,Bikaner,IN,2019-11-09 02:18:15,28.02,73.32,67.57,47,24,9.64
483,Richards Bay,ZA,2019-11-09 02:18:15,-28.77,32.06,69.66,71,98,13.51
484,Fairbanks,US,2019-11-09 02:15:36,64.84,-147.72,16.0,72,1,8.05
485,Atambua,ID,2019-11-09 02:18:15,-9.11,124.89,84.87,57,33,6.33
486,Faanui,PF,2019-11-09 02:18:15,-16.48,-151.75,81.28,77,100,18.59
487,Kudus,ID,2019-11-09 02:18:16,-6.82,110.84,90.0,64,41,6.71
488,Gwadar,PK,2019-11-09 02:18:16,25.12,62.33,79.27,38,0,11.72
489,Ellensburg,US,2019-11-09 02:18:16,47.0,-120.55,46.4,74,1,6.93
490,Nadym,RU,2019-11-09 02:18:16,65.53,72.51,-2.46,91,12,11.54
491,Conde,BR,2019-11-09 02:18:17,-11.81,-37.61,78.78,78,4,15.73
492,Tiznit,MA,2019-11-09 02:18:17,29.7,-9.73,54.09,47,0,2.3
493,Najran,SA,2019-11-09 02:18:17,17.54,44.22,60.8,41,0,0.49
494,Kanye,BW,2019-11-09 02:18:17,-24.98,25.34,70.05,60,100,11.01
495,Conakry,GN,2019-11-09 02:18:17,9.52,-13.7,80.6,83,75,9.17
496,Banchory,GB,2019-11-09 02:18:18,57.05,-2.5,28.0,100,97,3.36
497,Tumut,AU,2019-11-09 02:18:18,-35.3,148.22,51.89,49,33,12.03
498,Boa Vista,BR,2019-11-09 02:18:18,2.82,-60.67,84.2,70,75,3.36
499,Kangaatsiaq,GL,2019-11-09 02:18:18,68.31,-53.46,35.69,60,94,14.92
500,Cotonou,BJ,2019-11-09 02:17:48,6.37,2.43,80.6,94,20,6.93
501,Sheregesh,RU,2019-11-09 02:18:19,52.93,87.98,30.7,96,100,15.7
502,Tuy Hoa,VN,2019-11-09 02:18:19,13.08,109.3,78.01,74,100,27.45
503,Vila Do Maio,CV,2019-11-09 02:18:19,15.13,-23.22,75.2,69,40,16.11
504,Saint Anthony,US,2019-11-09 02:18:19,43.97,-111.68,41.0,59,1,4.65
505,Jacareacanga,BR,2019-11-09 02:18:19,-6.22,-57.76,74.5,87,100,1.61
506,Neuquen,AR,2019-11-09 02:18:20,-38.95,-68.06,64.4,25,54,8.05
507,Aripuana,BR,2019-11-09 02:18:20,-9.17,-60.63,72.45,97,94,2.42
508,Boz,FR,2019-11-09 02:18:20,46.41,4.91,42.01,100,90,1.77
509,Ca Mau,VN,2019-11-09 02:18:20,9.18,105.15,84.49,67,100,5.46
510,Varhaug,NO,2019-11-09 02:18:20,58.61,5.65,36.0,85,55,7.85
511,Rio Gallegos,AR,2019-11-09 02:18:21,-51.62,-69.22,41.0,48,40,19.46
512,Muscat,OM,2019-11-09 02:18:21,23.6,58.55,73.4,64,20,2.24
513,Buzmeyin,TM,2019-11-09 02:18:21,38.05,58.21,41.0,60,0,4.7
514,Lewistown,US,2019-11-09 02:18:21,40.39,-90.15,30.0,63,1,6.93
515,Mayor Pablo Lagerenza,PY,2019-11-09 02:18:21,-19.93,-60.77,80.69,55,0,5.73
516,Kudahuvadhoo,MV,2019-11-09 02:18:22,2.67,72.89,81.93,77,77,8.63
517,Diamantino,BR,2019-11-09 02:18:22,-14.4,-56.44,73.02,89,59,0.89
518,Lasa,CY,2019-11-09 02:18:22,34.92,32.53,66.2,48,0,10.29
519,Vuktyl,RU,2019-11-09 02:18:22,63.86,57.31,6.96,95,100,4.92
520,Selenduma,RU,2019-11-09 02:18:22,50.92,106.24,35.15,65,4,0.74
521,Mithi,PK,2019-11-09 02:18:23,24.74,69.8,73.72,31,0,16.22
522,Banda Aceh,ID,2019-11-09 02:18:23,5.56,95.32,83.5,66,91,1.88
523,Aleksandrovsk-Sakhalinskiy,RU,2019-11-09 02:18:23,50.9,142.16,26.53,64,100,21.97
524,Flinders,AU,2019-11-09 02:18:23,-34.58,150.85,68.0,20,40,16.11
525,Buloh Kasap,MY,2019-11-09 02:18:23,2.55,102.76,82.4,78,75,3.44
526,Alice Springs,AU,2019-11-09 02:18:24,-23.7,133.88,77.0,19,0,14.99
527,Koygorodok,RU,2019-11-09 02:18:24,60.44,51.01,5.32,91,99,2.8
528,Camacha,PT,2019-11-09 02:18:24,33.08,-16.33,66.2,63,75,14.99
529,Biabou,VC,2019-11-09 02:18:24,13.2,-61.13,82.4,83,20,12.75
530,Were Ilu,ET,2019-11-09 02:18:24,10.6,39.43,48.22,64,47,6.4
531,Punta Alta,AR,2019-11-09 02:18:25,-27.46,-55.82,80.6,83,0,4.7
532,Kirakira,SB,2019-11-09 02:18:25,-10.46,161.92,80.91,81,71,6.11
533,Zaraza,VE,2019-11-09 02:18:25,9.35,-65.33,73.26,96,1,4.72
534,Nanfeng,CN,2019-11-09 02:18:25,27.22,116.52,68.45,46,13,4.79
535,Bintulu,MY,2019-11-09 02:18:25,3.17,113.03,82.4,83,75,3.36
536,Micomeseng,GQ,2019-11-09 02:18:25,2.15,10.62,69.78,99,74,0.85
537,Robinson,US,2019-11-09 02:18:26,39.01,-87.74,26.6,73,1,2.04
538,Thinadhoo,MV,2019-11-09 02:18:26,0.53,72.93,81.73,74,95,6.58
539,Ippy,CF,2019-11-09 02:18:26,6.26,21.2,70.61,66,100,4.27
540,Marsh Harbour,BS,2019-11-09 02:18:27,26.54,-77.06,78.82,74,59,7.05
541,Ambon,FR,2019-11-09 02:18:27,47.55,-2.56,44.01,93,33,4.7
542,Corbelia,BR,2019-11-09 02:18:27,-24.8,-53.31,67.37,91,4,6.04
543,Zinder,NE,2019-11-09 02:18:27,13.81,8.99,77.31,15,0,6.6
544,Pag,HR,2019-11-09 02:18:28,44.45,15.06,59.0,87,75,8.05
545,Akbarpur,IN,2019-11-09 02:18:28,26.42,82.54,76.26,57,0,2.28
546,Yamada,JP,2019-11-09 02:18:28,36.58,137.08,66.99,44,20,2.24
547,Monrovia,LR,2019-11-09 02:18:28,6.33,-10.8,78.08,86,89,0.63
548,Rocha,UY,2019-11-09 02:18:28,-34.48,-54.34,54.36,97,88,5.5
549,Bermejo,AR,2019-11-09 02:18:28,-22.73,-64.34,68.0,96,80,1.9
550,Lannion,FR,2019-11-09 02:18:29,48.73,-3.46,46.0,93,75,5.82
