City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
135,Mar Del Plata,AR,2019-11-09 02:13:45,-46.43,-67.52,48.4,68,0,18.5
136,Ossora,RU,2019-11-09 02:17:04,59.24,163.07,36.72,97,100,22.79
137,Thompson,CA,2019-11-09 02:14:11,55.74,-97.86,10.4,78,90,6.93
138,Deogarh,IN,2019-11-09 02:17:04,21.53,84.72,73.45,75,100,11.03
139,Turukhansk,RU,2019-11-09 02:17:05,65.8,87.96,-22.29,97,100,6.13
140,Puerto Escondido,MX,2019-11-09 02:17:05,15.86,-97.07,80.6,74,20,4.7
141,Igarka,RU,2019-11-09 02:17:05,67.47,86.57,-14.82,95,100,14.92
142,Fort William,GB,2019-11-09 02:17:05,56.82,-5.11,39.99,77,100,1.01
143,Popondetta,PG,2019-11-09 02:17:06,-8.77,148.24,80.13,65,97,5.66
144,Klaksvik,FO,2019-11-09 02:17:06,62.23,-6.59,37.4,86,100,16.11
145,Sinnamary,GF,2019-11-09 02:17:06,5.38,-52.96,81.84,83,33,15.59
146,Formosa,BR,2019-11-09 02:17:06,-15.55,-47.33,70.9,68,100,3.6
147,Sao Filipe,CV,2019-11-09 02:17:07,14.9,-24.5,73.65,80,100,16.33
148,Verkhnyaya Inta,RU,2019-11-09 02:17:07,65.99,60.32,11.35,93,100,16.53
149,Demirci,TR,2019-11-09 02:17:07,39.05,28.66,51.26,64,0,2.73
150,Mitchell,US,2019-11-09 02:17:07,43.71,-98.03,37.4,69,1,3.36
151,Santa Cruz,BR,2019-11-09 02:17:07,-6.22,-36.02,70.86,89,76,5.26
152,Upernavik,GL,2019-11-09 02:17:07,72.79,-56.15,6.58,69,13,11.56
153,Torres,BR,2019-11-09 02:17:08,-29.34,-49.73,70.54,87,11,16.04
154,Naze,NG,2019-11-09 02:17:08,5.43,7.07,75.2,94,75,2.66
155,Victoria,BN,2019-11-09 02:17:08,5.28,115.24,80.6,83,75,5.82
156,Dire Dawa,ET,2019-11-09 02:17:08,9.59,41.86,57.92,88,0,4.59
157,Khandyga,RU,2019-11-09 02:17:08,62.65,135.58,-13.26,91,25,1.16
158,Angoche,MZ,2019-11-09 02:17:08,-16.23,39.91,75.29,88,1,2.64
159,Georgetown,GY,2019-11-09 02:14:57,6.8,-58.16,80.6,88,75,2.24
160,Saint-Philippe,CA,2019-11-09 02:17:09,45.36,-73.48,28.0,79,1,4.7
161,Whitehorse,CA,2019-11-09 02:17:09,60.72,-135.06,21.2,73,90,13.87
162,Sola,TZ,2019-11-09 02:17:09,-3.17,33.8,67.73,59,8,6.33
163,Khatanga,RU,2019-11-09 02:17:09,71.98,102.47,-13.94,96,100,17.22
164,Albany,US,2019-11-09 02:17:09,42.65,-73.75,27.0,53,1,6.93
165,Geraldton,CA,2019-11-09 02:17:10,49.72,-86.95,8.6,78,90,2.24
166,Aklavik,CA,2019-11-09 02:17:10,68.22,-135.01,6.8,71,90,7.25
167,Havre-Saint-Pierre,CA,2019-11-09 02:15:08,50.23,-63.6,21.2,62,90,5.82
168,Moroto,UG,2019-11-09 02:17:10,2.53,34.66,69.44,76,0,7.16
169,Abu Kamal,SY,2019-11-09 02:17:10,34.45,40.92,61.43,33,0,3.62
170,Hermanus,ZA,2019-11-09 02:17:10,-34.42,19.24,63.0,77,100,15.01
171,Barbastro,ES,2019-11-09 02:17:11,42.04,0.13,44.01,93,0,17.22
172,Laguna,BZ,2019-11-09 02:17:11,16.17,-88.94,75.2,100,75,1.72
173,Meulaboh,ID,2019-11-09 02:17:11,4.14,96.13,79.68,78,60,3.69
174,Tagusao,PH,2019-11-09 02:17:11,9.19,117.81,84.43,65,38,12.82
175,Mareeba,AU,2019-11-09 02:17:12,-16.99,145.42,95.0,58,15,8.05
176,Pinsk,BY,2019-11-09 02:17:12,52.11,26.1,49.01,93,100,11.7
177,Sinnar,IN,2019-11-09 02:17:12,19.85,74.0,71.98,79,0,1.16
178,Sobolevo,RU,2019-11-09 02:17:12,54.43,31.9,40.35,92,100,12.84
179,Burns Lake,CA,2019-11-09 02:15:14,54.23,-125.76,34.41,94,100,2.3
180,Kaeo,NZ,2019-11-09 02:17:12,-35.1,173.78,73.99,90,65,1.01
181,Namatanai,PG,2019-11-09 02:17:13,-3.66,152.44,84.78,72,93,10.0
182,Watsa,CD,2019-11-09 02:17:13,3.04,29.53,64.89,98,100,3.44
183,Labuhan,ID,2019-11-09 02:17:13,-2.54,115.51,95.74,40,0,2.13
184,Nantucket,US,2019-11-09 02:17:13,41.28,-70.1,34.0,46,1,17.22
185,New Norfolk,AU,2019-11-09 02:13:52,-42.78,147.06,55.99,47,75,12.75
186,Lompoc,US,2019-11-09 02:17:14,34.64,-120.46,69.01,93,90,14.18
187,Matola,MZ,2019-11-09 02:17:14,-25.97,32.47,66.99,88,75,12.75
188,La Ronge,CA,2019-11-09 02:17:14,55.1,-105.3,21.2,79,90,3.36
189,Akdepe,TM,2019-11-09 02:17:15,42.05,59.39,37.4,47,0,4.7
190,Port Blair,IN,2019-11-09 02:17:15,11.67,92.75,82.18,76,100,7.27
191,Verkh-Usugli,RU,2019-11-09 02:17:15,52.7,115.17,29.7,63,0,0.69
192,Passo De Camaragibe,BR,2019-11-09 02:17:15,-9.24,-35.49,73.4,88,32,5.82
193,Lebu,ET,2019-11-09 02:17:16,8.96,38.73,55.4,66,40,4.7
194,Gravdal,NO,2019-11-09 02:17:16,59.79,5.78,32.0,86,0,8.05
195,Sibu,MY,2019-11-09 02:17:16,2.29,111.83,77.0,88,75,4.7
196,Sibolga,ID,2019-11-09 02:17:16,1.74,98.78,85.84,62,83,1.32
197,Rurrenabaque,BO,2019-11-09 02:17:16,-14.44,-67.53,71.53,98,73,1.39
198,Ribeira Grande,PT,2019-11-09 02:17:17,38.52,-28.7,60.58,79,55,6.49
199,Burnsville,US,2019-11-09 02:17:17,44.77,-93.28,34.0,74,1,10.29
200,Pierre,US,2019-11-09 02:17:17,44.37,-100.35,46.4,52,1,12.75
201,Launceston,AU,2019-11-09 02:17:17,-41.43,147.14,50.0,66,75,19.46
202,The Pas,CA,2019-11-09 02:17:18,53.82,-101.24,17.6,85,90,4.7
203,Los Llanos De Aridane,ES,2019-11-09 02:17:18,28.66,-17.92,69.8,64,90,17.22
204,Krasnoarmeysk,RU,2019-11-09 02:17:18,56.12,38.15,37.4,100,90,6.71
205,Honiara,SB,2019-11-09 02:17:18,-9.43,159.96,87.8,70,20,8.05
206,Sorong,ID,2019-11-09 02:17:18,-0.86,131.25,93.29,47,36,3.09
207,Roebourne,AU,2019-11-09 02:17:18,-20.77,117.15,105.69,4,100,9.01
208,Bahia De Caraquez,EC,2019-11-09 02:17:19,-0.6,-80.42,73.4,88,90,13.18
209,Ponta Do Sol,BR,2019-11-09 02:12:24,-20.63,-46.0,66.31,92,97,2.73
210,Ende,ID,2019-11-09 02:17:19,-8.84,121.65,82.56,71,0,5.1
211,Saldanha,PT,2019-11-09 02:17:19,41.42,-6.55,39.7,87,100,8.01
212,Namibe,AO,2019-11-09 02:17:19,-15.19,12.15,74.23,84,62,12.3
213,Doha,QA,2019-11-09 02:13:37,25.29,51.53,77.0,73,97,4.88
214,Houma,CN,2019-11-09 02:17:20,35.63,111.36,59.13,48,100,4.74
215,Harper,US,2019-11-09 02:17:20,30.3,-99.24,46.99,93,90,2.57
216,Chicama,PE,2019-11-09 02:17:20,-7.84,-79.15,64.4,82,75,8.05
217,Kuli,IN,2019-11-09 02:17:21,14.46,75.57,73.02,84,5,1.32
218,Antofagasta,CL,2019-11-09 02:17:21,-23.65,-70.4,60.8,77,90,9.17
219,Kavieng,PG,2019-11-09 02:17:21,-2.57,150.8,84.25,77,100,12.64
220,Salalah,OM,2019-11-09 02:17:21,17.01,54.1,77.0,65,20,5.82
221,Catuday,PH,2019-11-09 02:17:21,16.29,119.81,81.41,77,100,7.72
222,Kavaratti,IN,2019-11-09 02:17:21,10.57,72.64,81.59,73,18,6.6
223,Zuwarah,LY,2019-11-09 02:17:22,32.93,12.08,65.59,37,84,4.9
224,Dakar,SN,2019-11-09 02:15:00,14.69,-17.45,75.2,83,99,13.87
225,Yumen,CN,2019-11-09 02:17:22,40.29,97.04,38.52,23,0,27.16
226,Vardo,US,2019-11-09 02:17:22,39.62,-77.74,33.8,50,20,3.36
227,Sanford,US,2019-11-09 02:15:53,43.44,-70.77,28.99,68,1,5.82
228,Bathsheba,BB,2019-11-09 02:17:22,13.22,-59.52,82.4,78,40,20.8
229,Capao Bonito,BR,2019-11-09 02:17:23,-24.01,-48.35,62.92,96,86,5.59
230,Gaoual,GN,2019-11-09 02:17:23,11.75,-13.2,73.45,76,0,3.36
231,Griffith,AU,2019-11-09 02:17:23,-34.29,146.06,61.0,38,40,17.22
232,Arcachon,FR,2019-11-09 02:17:23,44.65,-1.18,46.4,93,92,2.24
233,Airai,TL,2019-11-09 02:17:23,-8.93,125.41,87.62,29,11,7.76
234,Samarai,PG,2019-11-09 02:17:24,-10.62,150.67,84.43,70,100,7.18
235,Mandera,ET,2019-11-09 02:17:24,3.94,41.86,79.0,23,40,3.0
236,San Quintin,PH,2019-11-09 02:17:24,17.54,120.52,81.3,82,12,7.07
237,Saskylakh,RU,2019-11-09 02:13:54,71.97,114.09,-12.75,97,100,11.97
238,Roald,NO,2019-11-09 02:13:51,62.58,6.12,32.0,52,0,16.11
239,Biak,ID,2019-11-09 02:17:25,-0.91,122.88,81.81,71,0,5.68
240,Jahazpur,IN,2019-11-09 02:17:25,25.62,75.28,73.87,48,0,5.3
241,Homer,US,2019-11-09 02:17:25,59.64,-151.54,45.0,93,1,1.12
242,Ilulissat,GL,2019-11-09 02:17:25,69.22,-51.1,37.4,34,100,19.46
243,Carballo,ES,2019-11-09 02:17:25,43.21,-8.69,55.0,76,75,11.41
244,Pangnirtung,CA,2019-11-09 02:17:25,66.15,-65.72,17.29,68,100,11.74
245,El Tocuyo,VE,2019-11-09 02:17:26,9.79,-69.8,69.75,84,0,2.19
246,Codrington,AU,2019-11-09 02:17:26,-28.95,153.24,80.01,38,90,5.82
247,Zelenoborsk,RU,2019-11-09 02:17:26,61.47,64.05,8.47,94,48,3.91
248,Dabakala,CI,2019-11-09 02:17:27,8.36,-4.43,73.72,76,0,1.41
249,Xam Nua,LA,2019-11-09 02:17:27,20.42,104.04,68.13,57,100,3.44
250,Mecca,SA,2019-11-09 02:14:52,21.43,39.83,78.1,55,0,0.92
251,Prudentopolis,BR,2019-11-09 02:17:27,-25.21,-50.98,65.01,99,100,1.83
252,Pevek,RU,2019-11-09 02:17:27,69.7,170.27,10.62,66,0,0.07
253,Velingara,SN,2019-11-09 02:17:27,13.64,-16.01,74.57,42,98,6.24
254,Port Elizabeth,US,2019-11-09 02:17:28,39.31,-74.98,37.0,50,1,4.7
255,Port Moresby,PG,2019-11-09 02:17:28,-9.47,147.16,87.8,66,40,4.7
256,Strenci,LV,2019-11-09 02:17:28,57.63,25.69,44.01,92,100,1.99
257,Laja,CL,2019-11-09 02:17:28,-37.28,-72.71,57.2,71,0,5.82
258,Catabola,AO,2019-11-09 02:17:29,-12.14,17.29,62.15,90,79,3.6
259,Graaff-Reinet,ZA,2019-11-09 02:17:29,-32.25,24.53,54.01,84,99,6.78
260,Bonfim,GY,2019-11-09 02:17:29,3.36,-59.84,81.41,71,6,5.59
261,Abha,SA,2019-11-09 02:17:29,18.22,42.5,59.0,71,0,0.56
262,Buala,SB,2019-11-09 02:17:29,-8.15,159.59,81.32,78,100,1.61
263,San Juan,AR,2019-11-09 02:17:30,-31.54,-68.53,79.5,36,19,25.32
264,Bubaque,GW,2019-11-09 02:17:30,11.28,-15.83,82.76,64,52,13.8
265,Majene,ID,2019-11-09 02:17:31,-3.54,118.97,87.71,55,0,9.1
266,Lagoa,PT,2019-11-09 02:17:31,37.14,-8.45,52.0,81,51,4.7
267,Soyo,AO,2019-11-09 02:17:31,-6.13,12.37,78.06,88,80,5.26
268,Puerto Ayora,EC,2019-11-09 02:17:31,-0.74,-90.35,70.0,90,44,1.01
269,Chiradzulu,MW,2019-11-09 02:17:32,-15.7,35.18,74.52,66,26,3.62
270,Provideniya,RU,2019-11-09 02:17:32,64.42,-173.23,31.06,99,100,2.84
271,Purpe,RU,2019-11-09 02:17:32,64.48,76.69,-12.0,83,18,13.35
272,Banikoara,BJ,2019-11-09 02:17:32,11.3,2.44,76.19,42,0,2.84
273,Chuy,UY,2019-11-09 02:17:32,-33.69,-53.46,61.83,89,0,9.01
274,Key Largo,US,2019-11-09 02:17:32,25.09,-80.45,81.0,88,40,3.98
275,Kampong Thum,KH,2019-11-09 02:13:49,12.71,104.89,77.29,71,100,5.59
276,Nioro,GM,2019-11-09 02:17:33,13.79,-15.05,78.58,21,72,1.52
277,Mayo,CA,2019-11-09 02:17:33,63.59,-135.9,-2.21,84,5,3.36
278,Charters Towers,AU,2019-11-09 02:17:33,-20.07,146.27,94.8,10,0,16.15
279,Flin Flon,CA,2019-11-09 02:15:14,54.77,-101.88,14.74,96,90,3.44
280,Bethel,US,2019-11-09 02:17:34,60.79,-161.76,35.6,91,90,9.17
281,Pinega,RU,2019-11-09 02:17:34,64.7,43.39,13.15,94,100,4.03
282,Saint George,GR,2019-11-09 02:17:34,39.45,22.34,50.0,100,20,3.89
283,Husavik,CA,2019-11-09 02:17:34,50.56,-96.99,25.0,95,95,2.75
284,Christchurch,NZ,2019-11-09 02:15:11,-43.53,172.64,84.0,38,100,12.75
285,Dourbali,TD,2019-11-09 02:17:35,11.81,15.86,78.1,27,14,2.39
286,Bandarbeyla,SO,2019-11-09 02:17:35,9.49,50.81,79.88,74,0,11.43
287,Lunavada,IN,2019-11-09 02:17:35,23.13,73.61,76.21,72,0,10.76
288,Sao Joao Da Barra,BR,2019-11-09 02:17:35,-21.64,-41.05,75.09,91,100,4.97
289,Matara,BI,2019-11-09 02:17:35,-3.48,29.48,58.71,82,31,5.28
290,Hofn,IS,2019-11-09 02:17:35,64.25,-15.21,43.34,70,100,27.67
291,Saint-Pierre,FR,2019-11-09 02:17:36,48.95,4.24,39.2,100,75,6.93
292,Salta,AR,2019-11-09 02:17:36,-24.79,-65.41,78.8,78,40,1.05
293,Nogliki,RU,2019-11-09 02:17:36,51.8,143.14,23.25,72,100,20.04
294,Ahipara,NZ,2019-11-09 02:17:36,-35.17,173.16,72.0,90,5,1.01
295,Tongren,CN,2019-11-09 02:17:36,27.72,109.18,61.41,55,91,3.85
296,Xilagani,GR,2019-11-09 02:17:36,40.98,25.42,57.0,100,0,3.36
297,Arman,RU,2019-11-09 02:17:37,59.7,150.17,33.64,56,100,23.8
298,Fortuna,US,2019-11-09 02:17:37,40.6,-124.16,53.01,100,90,1.01
299,Port Hardy,CA,2019-11-09 02:15:09,50.7,-127.42,48.2,93,90,3.71
300,Baikunthpur,IN,2019-11-09 02:17:37,23.26,82.56,70.29,69,0,4.72
301,Paidha,UG,2019-11-09 02:17:37,2.42,30.99,64.53,92,96,5.91
302,Oranzherei,RU,2019-11-09 02:17:38,45.85,47.57,48.2,81,75,4.47
303,Taltal,CL,2019-11-09 02:17:38,-25.41,-70.49,53.74,88,44,0.67
304,Vrangel,RU,2019-11-09 02:17:38,42.73,133.08,35.2,43,0,18.43
305,Yulara,AU,2019-11-09 02:17:38,-25.24,130.99,77.0,23,0,16.11
306,Funadhoo,MV,2019-11-09 02:17:38,6.15,73.27,81.57,78,13,10.16
