City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
2323,Tuatapere,NZ,48.99,moderate rain,-46.13,167.69,Ron and Tony's Bed & Breakfast
2329,Redmond,US,50.0,light rain,47.67,-122.12,Seattle Marriott Redmond
2334,Oriximina,BR,89.37,light rain,-1.77,-55.87,Pousada Tia Amélia
2345,San Francisco,CO,56.48,light rain,1.17,-76.88,Estación de Policía San Francisco
2347,Lorengau,PG,83.37,light rain,-2.02,147.27,Lorengau Harbourside Hotel
2350,Frederico Westphalen,BR,83.52,moderate rain,-27.36,-53.4,Hotel Palace Frederico
2358,Watsa,CD,69.1,light rain,3.04,29.53,Hôtel Le Pacifique
2367,Nexo,DK,48.2,light rain,55.06,15.13,Strandhotel Balka Søbad
2375,Meulaboh,ID,81.86,light rain,4.14,96.13,Kost Pria
2382,Canoinhas,BR,81.21,light rain,-26.18,-50.4,Santa Catarina Plaza Hotel
2395,Sumbe,AO,80.26,light rain,-11.2,13.84,Hotel Ritz Sumbe
2411,Kudahuvadhoo,MV,82.87,light rain,2.67,72.89,Orange Inn Maldives
2448,Sola,TZ,75.83,light rain,-3.17,33.8,Peace Hotel
2468,Shakiso,ET,59.76,light rain,5.77,38.9,Heluya International Hotel
2479,Qinhuangdao,CN,52.09,light rain,39.94,119.59,Qinhuangdao Peninsula Seasons Hotel And Apartment
2481,Kasongo,CD,74.53,light rain,-4.43,26.67,Kago Hotel
2491,Inirida,CO,83.8,moderate rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
2497,Soreang,ID,70.45,light rain,-7.03,107.52,Sutan Raja Hotel and Convention Centre
2501,Tingloy,PH,77.0,light rain,13.66,120.87,Sea's Spring Resort
2545,Belmonte,PT,53.01,overcast clouds,40.36,-7.35,Pousada Convento de Belmonte
2555,Lannion,FR,48.99,light rain,48.73,-3.46,Hotel Arcadia
2572,Dukat,AL,63.0,moderate rain,40.25,19.57,Llogora Tourist Village
2577,Sishui,CN,59.0,light rain,35.66,117.27,Central Garden Hotel
2584,Hofn,IS,45.43,light rain,64.25,-15.21,Hótel Höfn
2585,Rikitea,PF,71.92,light rain,-23.12,-134.97,Pension Maro'i
2595,Kilindoni,TZ,81.86,light rain,-7.91,39.67,Bustani B&B
2602,Finschhafen,PG,79.81,light rain,-6.6,147.85,
2609,Avarua,CK,77.0,light rain,-21.21,-159.78,Paradise Inn
2621,Hithadhoo,MV,81.05,light rain,-0.6,73.08,Scoop Guest House
2624,Kapaa,US,69.8,thunderstorm with rain,22.08,-159.32,Courtyard by Marriott Kaua'i at Coconut Beach
2626,Kaitangata,NZ,50.0,moderate rain,-46.28,169.85,
2628,Mataura,NZ,48.99,moderate rain,-46.19,168.86,Ellie's Villa
